StartDate,EndDate,HomeTeam,AwayTeam,Winner,Margin,Type,Ground,Scorecard
2012-11-13,2012-11-17,Bangladesh,West Indies,West Indies,77,Runs,Dhaka,Test # 2057
2012-11-15,2012-11-19,India,England,India,9,Wickets,Ahmedabad,Test # 2058
2012-11-17,2012-11-19,Sri Lanka,New Zealand,Sri Lanka,10,Wickets,Galle,Test # 2059
2012-11-21,2012-11-25,Bangladesh,West Indies,West Indies,10,Wickets,Khulna,Test # 2060
2012-11-22,2012-11-26,Australia,South Africa,Drawn,NA,NA,Adelaide,Test # 2061
2012-11-23,2012-11-26,India,England,England,10,Wickets,Mumbai,Test # 2062
2012-11-25,2012-11-29,Sri Lanka,New Zealand,New Zealand,167,Runs,Colombo (PSS),Test # 2063
2012-11-30,2012-12-03,Australia,South Africa,South Africa,309,Runs,Perth,Test # 2064
2012-12-05,2012-12-09,India,England,England,7,Wickets,Kolkata,Test # 2065
2012-12-13,2012-12-17,India,England,Drawn,NA,NA,Nagpur,Test # 2066
2012-12-14,2012-12-18,Australia,Sri Lanka,Australia,137,Runs,Hobart,Test # 2067
2012-12-26,2012-12-28,Australia,Sri Lanka,Australia,201,Innings,Melbourne,Test # 2068
2013-01-02,2013-01-04,South Africa,New Zealand,South Africa,27,Innings,Cape Town,Test # 2069
2013-01-03,2013-01-06,Australia,Sri Lanka,Australia,5,Wickets,Sydney,Test # 2070
2013-01-11,2013-01-14,South Africa,New Zealand,South Africa,193,Innings,Port Elizabeth,Test # 2071
2013-02-01,2013-02-04,South Africa,Pakistan,South Africa,211,Runs,Johannesburg,Test # 2072
2013-02-14,2013-02-17,South Africa,Pakistan,South Africa,4,Wickets,Cape Town,Test # 2073
2013-02-22,2013-02-26,India,Australia,India,8,Wickets,Chennai,Test # 2074
2013-02-22,2013-02-24,South Africa,Pakistan,South Africa,18,Innings,Centurion,Test # 2075
2013-03-02,2013-03-05,India,Australia,India,135,Innings,Hyderabad (Deccan),Test # 2076
2013-03-06,2013-03-10,New Zealand,England,Drawn,NA,NA,Dunedin,Test # 2077
2013-03-08,2013-03-12,Sri Lanka,Bangladesh,Drawn,NA,NA,Galle,Test # 2078
2013-03-12,2013-03-14,West Indies,Zimbabwe,West Indies,9,Wickets,Bridgetown,Test # 2079
2013-03-14,2013-03-18,New Zealand,England,Drawn,NA,NA,Wellington,Test # 2080
2013-03-14,2013-03-18,India,Australia,India,6,Wickets,Mohali,Test # 2081
2013-03-16,2013-03-19,Sri Lanka,Bangladesh,Sri Lanka,7,Wickets,Colombo (RPS),Test # 2082
2013-03-20,2013-03-22,West Indies,Zimbabwe,West Indies,65,Innings,Roseau,Test # 2083
2013-03-22,2013-03-26,New Zealand,England,Drawn,NA,NA,Auckland,Test # 2084
2013-03-22,2013-03-24,India,Australia,India,6,Wickets,Delhi,Test # 2085
2013-04-17,2013-04-20,Zimbabwe,Bangladesh,Zimbabwe,335,Runs,Harare,Test # 2086
2013-04-25,2013-04-29,Zimbabwe,Bangladesh,Bangladesh,143,Runs,Harare,Test # 2087
2013-05-16,2013-05-19,England,New Zealand,England,170,Runs,Lord's,Test # 2088
2013-05-24,2013-05-28,England,New Zealand,England,247,Runs,Leeds,Test # 2089
2013-07-10,2013-07-14,England,Australia,England,14,Runs,Nottingham,Test # 2090
2013-07-18,2013-07-21,England,Australia,England,347,Runs,Lord's,Test # 2091
2013-08-01,2013-08-05,England,Australia,Drawn,NA,NA,Manchester,Test # 2092
2013-08-09,2013-08-12,England,Australia,England,74,Runs,Chester-le-Street,Test # 2093
2013-08-21,2013-08-25,England,Australia,Drawn,NA,NA,The Oval,Test # 2094
2013-09-03,2013-09-07,Zimbabwe,Pakistan,Pakistan,221,Runs,Harare,Test # 2095
2013-09-10,2013-09-14,Zimbabwe,Pakistan,Zimbabwe,24,Runs,Harare,Test # 2096
2013-10-09,2013-10-13,Bangladesh,New Zealand,Drawn,NA,NA,Chittagong,Test # 2097
2013-10-14,2013-10-17,Pakistan,South Africa,Pakistan,7,Wickets,Abu Dhabi,Test # 2098
2013-10-21,2013-10-25,Bangladesh,New Zealand,Drawn,NA,NA,Dhaka,Test # 2099
2013-10-23,2013-10-26,Pakistan,South Africa,South Africa,92,Innings,Dubai (DSC),Test # 2100
2013-11-06,2013-11-08,India,West Indies,India,51,Innings,Kolkata,Test # 2101
2013-11-14,2013-11-16,India,West Indies,India,126,Innings,Mumbai,Test # 2102
2013-11-21,2013-11-24,Australia,England,Australia,381,Runs,Brisbane,Test # 2103
2013-12-03,2013-12-07,New Zealand,West Indies,Drawn,NA,NA,Dunedin,Test # 2104
2013-12-05,2013-12-09,Australia,England,Australia,218,Runs,Adelaide,Test # 2105
2013-12-11,2013-12-13,New Zealand,West Indies,New Zealand,73,Innings,Wellington,Test # 2106
2013-12-13,2013-12-17,Australia,England,Australia,150,Runs,Perth,Test # 2107
2013-12-18,2013-12-22,South Africa,India,Drawn,NA,NA,Johannesburg,Test # 2108
2013-12-19,2013-12-22,New Zealand,West Indies,New Zealand,8,Wickets,Hamilton,Test # 2109
2013-12-26,2013-12-29,Australia,England,Australia,8,Wickets,Melbourne,Test # 2110
2013-12-26,2013-12-30,South Africa,India,South Africa,10,Wickets,Durban,Test # 2111
2013-12-31,2014-01-04,Pakistan,Sri Lanka,Drawn,NA,NA,Abu Dhabi,Test # 2112
2014-01-03,2014-01-05,Australia,England,Australia,281,Runs,Sydney,Test # 2113
2014-01-08,2014-01-12,Pakistan,Sri Lanka,Sri Lanka,9,Wickets,Dubai (DSC),Test # 2114
2014-01-16,2014-01-20,Pakistan,Sri Lanka,Pakistan,5,Wickets,Sharjah,Test # 2115
2014-01-27,2014-01-30,Bangladesh,Sri Lanka,Sri Lanka,248,Innings,Dhaka,Test # 2116
2014-02-04,2014-02-08,Bangladesh,Sri Lanka,Drawn,NA,NA,Chittagong,Test # 2117
2014-02-06,2014-02-09,New Zealand,India,New Zealand,40,Runs,Auckland,Test # 2118
2014-02-12,2014-02-15,South Africa,Australia,Australia,281,Runs,Centurion,Test # 2119
2014-02-14,2014-02-18,New Zealand,India,Drawn,NA,NA,Wellington,Test # 2120
2014-02-20,2014-02-23,South Africa,Australia,South Africa,231,Runs,Port Elizabeth,Test # 2121
2014-03-01,2014-03-05,South Africa,Australia,Australia,245,Runs,Cape Town,Test # 2122
2014-06-08,2014-06-11,West Indies,New Zealand,New Zealand,186,Runs,Kingston,Test # 2123
2014-06-12,2014-06-16,England,Sri Lanka,Drawn,NA,NA,Lord's,Test # 2124
2014-06-16,2014-06-20,West Indies,New Zealand,West Indies,10,Wickets,Port of Spain,Test # 2125
2014-06-20,2014-06-24,England,Sri Lanka,Sri Lanka,100,Runs,Leeds,Test # 2126
2014-06-26,2014-06-30,West Indies,New Zealand,New Zealand,53,Runs,Bridgetown,Test # 2127
2014-07-09,2014-07-13,England,India,Drawn,NA,NA,Nottingham,Test # 2128
2014-07-16,2014-07-20,Sri Lanka,South Africa,South Africa,153,Runs,Galle,Test # 2129
2014-07-17,2014-07-21,England,India,India,95,Runs,Lord's,Test # 2130
2014-07-24,2014-07-28,Sri Lanka,South Africa,Drawn,NA,NA,Colombo (SSC),Test # 2131
2014-07-27,2014-07-31,England,India,England,266,Runs,Southampton,Test # 2132
2014-08-06,2014-08-10,Sri Lanka,Pakistan,Sri Lanka,7,Wickets,Galle,Test # 2133
2014-08-07,2014-08-09,England,India,England,54,Innings,Manchester,Test # 2134
2014-08-09,2014-08-12,Zimbabwe,South Africa,South Africa,9,Wickets,Harare,Test # 2135
2014-08-14,2014-08-18,Sri Lanka,Pakistan,Sri Lanka,105,Runs,Colombo (SSC),Test # 2136
2014-08-15,2014-08-17,England,India,England,244,Innings,The Oval,Test # 2137
2014-09-05,2014-09-09,West Indies,Bangladesh,West Indies,10,Wickets,Kingstown,Test # 2138
2014-09-13,2014-09-16,West Indies,Bangladesh,West Indies,296,Runs,Gros Islet,Test # 2139
2014-10-22,2014-10-26,Australia,Pakistan,Pakistan,221,Runs,Dubai (DSC),Test # 2140
2014-10-25,2014-10-27,Bangladesh,Zimbabwe,Bangladesh,3,Wickets,Dhaka,Test # 2141
2014-10-30,2014-11-03,Australia,Pakistan,Pakistan,356,Runs,Abu Dhabi,Test # 2142
2014-11-03,2014-11-07,Bangladesh,Zimbabwe,Bangladesh,162,Runs,Khulna,Test # 2143
2014-11-09,2014-11-13,New Zealand,Pakistan,Pakistan,248,Runs,Abu Dhabi,Test # 2144
2014-11-12,2014-11-16,Bangladesh,Zimbabwe,Bangladesh,186,Runs,Chittagong,Test # 2145
2014-11-17,2014-11-21,New Zealand,Pakistan,Drawn,NA,NA,Dubai (DSC),Test # 2146
2014-11-26,2014-11-30,New Zealand,Pakistan,New Zealand,80,Innings,Sharjah,Test # 2147
2014-12-09,2014-12-13,Australia,India,Australia,48,Runs,Adelaide,Test # 2148
2014-12-17,2014-12-20,Australia,India,Australia,4,Wickets,Brisbane,Test # 2149
2014-12-17,2014-12-20,South Africa,West Indies,South Africa,220,Innings,Centurion,Test # 2150
2014-12-26,2014-12-29,New Zealand,Sri Lanka,New Zealand,8,Wickets,Christchurch,Test # 2151
2014-12-26,2014-12-30,Australia,India,Drawn,NA,NA,Melbourne,Test # 2152
2014-12-26,2014-12-30,South Africa,West Indies,Drawn,NA,NA,Port Elizabeth,Test # 2153
2015-01-02,2015-01-06,South Africa,West Indies,South Africa,8,Wickets,Cape Town,Test # 2154
2015-01-03,2015-01-07,New Zealand,Sri Lanka,New Zealand,193,Runs,Wellington,Test # 2155
2015-01-06,2015-01-10,Australia,India,Drawn,NA,NA,Sydney,Test # 2156
2015-04-13,2015-04-17,West Indies,England,Drawn,NA,NA,North Sound,Test # 2157
2015-04-21,2015-04-25,West Indies,England,England,9,Wickets,St George's,Test # 2158
2015-04-28,2015-05-02,Bangladesh,Pakistan,Drawn,NA,NA,Khulna,Test # 2159
2015-05-01,2015-05-03,West Indies,England,West Indies,5,Wickets,Bridgetown,Test # 2160
2015-05-06,2015-05-09,Bangladesh,Pakistan,Pakistan,328,Runs,Dhaka,Test # 2161
2015-05-21,2015-05-25,England,New Zealand,England,124,Runs,Lord's,Test # 2162
2015-05-29,2015-06-02,England,New Zealand,New Zealand,199,Runs,Leeds,Test # 2163
2015-06-03,2015-06-05,West Indies,Australia,Australia,9,Wickets,Roseau,Test # 2164
2015-06-10,2015-06-14,Bangladesh,India,Drawn,NA,NA,Fatullah,Test # 2165
2015-06-11,2015-06-14,West Indies,Australia,Australia,277,Runs,Kingston,Test # 2166
2015-06-17,2015-06-21,Sri Lanka,Pakistan,Pakistan,10,Wickets,Galle,Test # 2167
2015-06-25,2015-06-29,Sri Lanka,Pakistan,Sri Lanka,7,Wickets,Colombo (PSS),Test # 2168
2015-07-03,2015-07-07,Sri Lanka,Pakistan,Pakistan,7,Wickets,Pallekele,Test # 2169
2015-07-08,2015-07-11,England,Australia,England,169,Runs,Cardiff,Test # 2170
2015-07-16,2015-07-19,England,Australia,Australia,405,Runs,Lord's,Test # 2171
2015-07-21,2015-07-25,Bangladesh,South Africa,Drawn,NA,NA,Chittagong,Test # 2172
2015-07-29,2015-07-31,England,Australia,England,8,Wickets,Birmingham,Test # 2173
2015-07-30,2015-08-03,Bangladesh,South Africa,Drawn,NA,NA,Dhaka,Test # 2174
2015-08-06,2015-08-08,England,Australia,England,78,Innings,Nottingham,Test # 2175
2015-08-12,2015-08-15,Sri Lanka,India,Sri Lanka,63,Runs,Galle,Test # 2176
2015-08-20,2015-08-24,Sri Lanka,India,India,278,Runs,Colombo (PSS),Test # 2177
2015-08-20,2015-08-23,England,Australia,Australia,46,Innings,The Oval,Test # 2178
2015-08-28,2015-09-01,Sri Lanka,India,India,117,Runs,Colombo (SSC),Test # 2179
2015-10-13,2015-10-17,England,Pakistan,Drawn,NA,NA,Abu Dhabi,Test # 2180
2015-10-14,2015-10-17,Sri Lanka,West Indies,Sri Lanka,6,Innings,Galle,Test # 2181
2015-10-22,2015-10-26,Sri Lanka,West Indies,Sri Lanka,72,Runs,Colombo (PSS),Test # 2182
2015-10-22,2015-10-26,England,Pakistan,Pakistan,178,Runs,Dubai (DSC),Test # 2183
2015-11-01,2015-11-05,England,Pakistan,Pakistan,127,Runs,Sharjah,Test # 2184
2015-11-05,2015-11-09,Australia,New Zealand,Australia,208,Runs,Brisbane,Test # 2185
2015-11-05,2015-11-07,India,South Africa,India,108,Runs,Mohali,Test # 2186
2015-11-13,2015-11-17,Australia,New Zealand,Drawn,NA,NA,Perth,Test # 2187
2015-11-14,2015-11-18,India,South Africa,Drawn,NA,NA,Bengaluru,Test # 2188
2015-11-25,2015-11-27,India,South Africa,India,124,Runs,Nagpur,Test # 2189
2015-11-27,2015-11-29,Australia,New Zealand,Australia,3,Wickets,Adelaide,Test # 2190
2015-12-03,2015-12-07,India,South Africa,India,337,Runs,Delhi,Test # 2191
2015-12-10,2015-12-14,New Zealand,Sri Lanka,New Zealand,122,Runs,Dunedin,Test # 2192
2015-12-10,2015-12-12,Australia,West Indies,Australia,212,Innings,Hobart,Test # 2193
2015-12-18,2015-12-21,New Zealand,Sri Lanka,New Zealand,5,Wickets,Hamilton,Test # 2194
2015-12-26,2015-12-29,Australia,West Indies,Australia,177,Runs,Melbourne,Test # 2195
2015-12-26,2015-12-30,South Africa,England,England,241,Runs,Durban,Test # 2196
2016-01-02,2016-01-06,South Africa,England,Drawn,NA,NA,Cape Town,Test # 2197
2016-01-03,2016-01-07,Australia,West Indies,Drawn,NA,NA,Sydney,Test # 2198
2016-01-14,2016-01-16,South Africa,England,England,7,Wickets,Johannesburg,Test # 2199
2016-01-22,2016-01-26,South Africa,England,South Africa,280,Runs,Centurion,Test # 2200
2016-02-12,2016-02-15,New Zealand,Australia,Australia,52,Innings,Wellington,Test # 2201
2016-02-20,2016-02-24,New Zealand,Australia,Australia,7,Wickets,Christchurch,Test # 2202
2016-05-19,2016-05-21,England,Sri Lanka,England,88,Innings,Leeds,Test # 2203
2016-05-27,2016-05-30,England,Sri Lanka,England,9,Wickets,Chester-le-Street,Test # 2204
2016-06-09,2016-06-13,England,Sri Lanka,Drawn,NA,NA,Lord's,Test # 2205
2016-07-14,2016-07-17,England,Pakistan,Pakistan,75,Runs,Lord's,Test # 2206
2016-07-21,2016-07-24,West Indies,India,India,92,Innings,North Sound,Test # 2207
2016-07-22,2016-07-25,England,Pakistan,England,330,Runs,Manchester,Test # 2208
2016-07-26,2016-07-30,Sri Lanka,Australia,Sri Lanka,106,Runs,Pallekele,Test # 2209
2016-07-28,2016-07-31,Zimbabwe,New Zealand,New Zealand,117,Innings,Bulawayo,Test # 2210
2016-07-30,2016-08-03,West Indies,India,Drawn,NA,NA,Kingston,Test # 2211
2016-08-03,2016-08-07,England,Pakistan,England,141,Runs,Birmingham,Test # 2212
2016-08-04,2016-08-06,Sri Lanka,Australia,Sri Lanka,229,Runs,Galle,Test # 2213
2016-08-06,2016-08-10,Zimbabwe,New Zealand,New Zealand,254,Runs,Bulawayo,Test # 2214
2016-08-09,2016-08-13,West Indies,India,India,237,Runs,Gros Islet,Test # 2215
2016-08-11,2016-08-14,England,Pakistan,Pakistan,10,Wickets,The Oval,Test # 2216
2016-08-13,2016-08-17,Sri Lanka,Australia,Sri Lanka,163,Runs,Colombo (SSC),Test # 2217
2016-08-18,2016-08-22,West Indies,India,Drawn,NA,NA,Port of Spain,Test # 2218
2016-08-19,2016-08-23,South Africa,New Zealand,Drawn,NA,NA,Durban,Test # 2219
2016-08-27,2016-08-30,South Africa,New Zealand,South Africa,204,Runs,Centurion,Test # 2220
2016-09-22,2016-09-26,India,New Zealand,India,197,Runs,Kanpur,Test # 2221
2016-09-30,2016-10-03,India,New Zealand,India,178,Runs,Kolkata,Test # 2222
2016-10-08,2016-10-11,India,New Zealand,India,321,Runs,Indore,Test # 2223
2016-10-13,2016-10-17,Pakistan,West Indies,Pakistan,56,Runs,Dubai (DSC),Test # 2224
2016-10-20,2016-10-24,Bangladesh,England,England,22,Runs,Chittagong,Test # 2225
2016-10-21,2016-10-25,Pakistan,West Indies,Pakistan,133,Runs,Abu Dhabi,Test # 2226
2016-10-28,2016-10-30,Bangladesh,England,Bangladesh,108,Runs,Dhaka,Test # 2227
2016-10-29,2016-11-02,Zimbabwe,Sri Lanka,Sri Lanka,225,Runs,Harare,Test # 2228
2016-10-30,2016-11-03,Pakistan,West Indies,West Indies,5,Wickets,Sharjah,Test # 2229
2016-11-03,2016-11-07,Australia,South Africa,South Africa,177,Runs,Perth,Test # 2230
2016-11-06,2016-11-10,Zimbabwe,Sri Lanka,Sri Lanka,257,Runs,Harare,Test # 2231
2016-11-09,2016-11-13,India,England,Drawn,NA,NA,Rajkot,Test # 2232
2016-11-12,2016-11-15,Australia,South Africa,South Africa,80,Innings,Hobart,Test # 2233
2016-11-17,2016-11-20,New Zealand,Pakistan,New Zealand,8,Wickets,Christchurch,Test # 2234
2016-11-17,2016-11-21,India,England,India,246,Runs,Visakhapatnam,Test # 2235
2016-11-24,2016-11-27,Australia,South Africa,Australia,7,Wickets,Adelaide,Test # 2236
2016-11-25,2016-11-29,New Zealand,Pakistan,New Zealand,138,Runs,Hamilton,Test # 2237
2016-11-26,2016-11-29,India,England,India,8,Wickets,Mohali,Test # 2238
2016-12-08,2016-12-12,India,England,India,36,Innings,Mumbai,Test # 2239
2016-12-15,2016-12-19,Australia,Pakistan,Australia,39,Runs,Brisbane,Test # 2240
2016-12-16,2016-12-20,India,England,India,75,Innings,Chennai,Test # 2241
2016-12-26,2016-12-30,Australia,Pakistan,Australia,18,Innings,Melbourne,Test # 2242
2016-12-26,2016-12-30,South Africa,Sri Lanka,South Africa,206,Runs,Port Elizabeth,Test # 2243
2017-01-02,2017-01-05,South Africa,Sri Lanka,South Africa,282,Runs,Cape Town,Test # 2244
2017-01-03,2017-01-07,Australia,Pakistan,Australia,220,Runs,Sydney,Test # 2245
2017-01-12,2017-01-16,New Zealand,Bangladesh,New Zealand,7,Wickets,Wellington,Test # 2246
2017-01-12,2017-01-14,South Africa,Sri Lanka,South Africa,118,Innings,Johannesburg,Test # 2247
2017-01-20,2017-01-23,New Zealand,Bangladesh,New Zealand,9,Wickets,Christchurch,Test # 2248
2017-02-09,2017-02-13,India,Bangladesh,India,208,Runs,Hyderabad (Deccan),Test # 2249
2017-02-23,2017-02-25,India,Australia,Australia,333,Runs,Pune,Test # 2250
2017-03-04,2017-03-07,India,Australia,India,75,Runs,Bengaluru,Test # 2251
2017-03-07,2017-03-11,Sri Lanka,Bangladesh,Sri Lanka,259,Runs,Galle,Test # 2252
2017-03-08,2017-03-12,New Zealand,South Africa,Drawn,NA,NA,Dunedin,Test # 2253
2017-03-15,2017-03-19,Sri Lanka,Bangladesh,Bangladesh,4,Wickets,Colombo (PSS),Test # 2254
2017-03-16,2017-03-18,New Zealand,South Africa,South Africa,8,Wickets,Wellington,Test # 2255
2017-03-16,2017-03-20,India,Australia,Drawn,NA,NA,Ranchi,Test # 2256
2017-03-25,2017-03-29,New Zealand,South Africa,Drawn,NA,NA,Hamilton,Test # 2257
2017-03-25,2017-03-28,India,Australia,India,8,Wickets,Dharamsala,Test # 2258
2017-04-21,2017-04-25,West Indies,Pakistan,Pakistan,7,Wickets,Kingston,Test # 2259
2017-04-30,2017-05-04,West Indies,Pakistan,West Indies,106,Runs,Bridgetown,Test # 2260
2017-05-10,2017-05-14,West Indies,Pakistan,Pakistan,101,Runs,Roseau,Test # 2261
2017-07-06,2017-07-09,England,South Africa,England,211,Runs,Lord's,Test # 2262
2017-07-14,2017-07-18,Sri Lanka,Zimbabwe,Sri Lanka,4,Wickets,Colombo (RPS),Test # 2263
2017-07-14,2017-07-17,England,South Africa,South Africa,340,Runs,Nottingham,Test # 2264
2017-07-26,2017-07-29,Sri Lanka,India,India,304,Runs,Galle,Test # 2265
2017-07-27,2017-07-31,England,South Africa,England,239,Runs,The Oval,Test # 2266
2017-08-03,2017-08-06,Sri Lanka,India,India,53,Innings,Colombo (SSC),Test # 2267
2017-08-04,2017-08-07,England,South Africa,England,177,Runs,Manchester,Test # 2268
2017-08-12,2017-08-14,Sri Lanka,India,India,171,Innings,Pallekele,Test # 2269
2017-08-17,2017-08-19,England,West Indies,England,209,Innings,Birmingham,Test # 2270
2017-08-25,2017-08-29,England,West Indies,West Indies,5,Wickets,Leeds,Test # 2271
2017-08-27,2017-08-30,Bangladesh,Australia,Bangladesh,20,Runs,Dhaka,Test # 2272
2017-09-04,2017-09-07,Bangladesh,Australia,Australia,7,Wickets,Chittagong,Test # 2273
2017-09-07,2017-09-09,England,West Indies,England,9,Wickets,Lord's,Test # 2274
2017-09-28,2017-10-02,Pakistan,Sri Lanka,Sri Lanka,21,Runs,Abu Dhabi,Test # 2275
2017-09-28,2017-10-02,South Africa,Bangladesh,South Africa,333,Runs,Potchefstroom,Test # 2276
2017-10-06,2017-10-08,South Africa,Bangladesh,South Africa,254,Innings,Bloemfontein,Test # 2277
2017-10-06,2017-10-10,Pakistan,Sri Lanka,Sri Lanka,68,Runs,Dubai (DSC),Test # 2278
2017-10-21,2017-10-24,Zimbabwe,West Indies,West Indies,117,Runs,Bulawayo,Test # 2279
2017-10-29,2017-11-02,Zimbabwe,West Indies,Drawn,NA,NA,Bulawayo,Test # 2280
2017-11-16,2017-11-20,India,Sri Lanka,Drawn,NA,NA,Kolkata,Test # 2281
2017-11-23,2017-11-27,Australia,England,Australia,10,Wickets,Brisbane,Test # 2282
2017-11-24,2017-11-27,India,Sri Lanka,India,239,Innings,Nagpur,Test # 2283
2017-12-01,2017-12-04,New Zealand,West Indies,New Zealand,67,Innings,Wellington,Test # 2284
2017-12-02,2017-12-06,Australia,England,Australia,120,Runs,Adelaide,Test # 2285
2017-12-02,2017-12-06,India,Sri Lanka,Drawn,NA,NA,Delhi,Test # 2286
2017-12-09,2017-12-12,New Zealand,West Indies,New Zealand,240,Runs,Hamilton,Test # 2287
2017-12-14,2017-12-18,Australia,England,Australia,41,Innings,Perth,Test # 2288
2017-12-26,2017-12-30,Australia,England,Drawn,NA,NA,Melbourne,Test # 2289
2017-12-26,2017-12-27,South Africa,Zimbabwe,South Africa,120,Innings,Port Elizabeth,Test # 2290
2018-01-04,2018-01-08,Australia,England,Australia,123,Innings,Sydney,Test # 2291
2018-01-05,2018-01-08,South Africa,India,South Africa,72,Runs,Cape Town,Test # 2292
2018-01-13,2018-01-17,South Africa,India,South Africa,135,Runs,Centurion,Test # 2293
2018-01-24,2018-01-27,South Africa,India,India,63,Runs,Johannesburg,Test # 2294
2018-01-31,2018-02-04,Bangladesh,Sri Lanka,Drawn,NA,NA,Chittagong,Test # 2295
2018-02-08,2018-02-10,Bangladesh,Sri Lanka,Sri Lanka,215,Runs,Dhaka,Test # 2296
2018-03-01,2018-03-05,South Africa,Australia,Australia,118,Runs,Durban,Test # 2297
2018-03-09,2018-03-12,South Africa,Australia,South Africa,6,Wickets,Port Elizabeth,Test # 2298
2018-03-22,2018-03-26,New Zealand,England,New Zealand,49,Innings,Auckland,Test # 2299
2018-03-22,2018-03-25,South Africa,Australia,South Africa,322,Runs,Cape Town,Test # 2300
2018-03-30,2018-04-03,New Zealand,England,Drawn,NA,NA,Christchurch,Test # 2301
2018-03-30,2018-04-03,South Africa,Australia,South Africa,492,Runs,Johannesburg,Test # 2302
2018-05-11,2018-05-15,Ireland,Pakistan,Pakistan,5,Wickets,Dublin (Malahide),Test # 2303
2018-05-24,2018-05-27,England,Pakistan,Pakistan,9,Wickets,Lord's,Test # 2304
2018-06-01,2018-06-03,England,Pakistan,England,55,Innings,Leeds,Test # 2305
2018-06-06,2018-06-10,West Indies,Sri Lanka,West Indies,226,Runs,Port of Spain,Test # 2306
2018-06-14,2018-06-15,India,Afghanistan,India,262,Innings,Bengaluru,Test # 2307
2018-06-14,2018-06-18,West Indies,Sri Lanka,Drawn,NA,NA,Gros Islet,Test # 2308
2018-06-23,2018-06-26,West Indies,Sri Lanka,Sri Lanka,4,Wickets,Bridgetown,Test # 2309
2018-07-04,2018-07-06,West Indies,Bangladesh,West Indies,219,Innings,North Sound,Test # 2310
2018-07-12,2018-07-14,Sri Lanka,South Africa,Sri Lanka,278,Runs,Galle,Test # 2311
2018-07-12,2018-07-14,West Indies,Bangladesh,West Indies,166,Runs,Kingston,Test # 2312
2018-07-20,2018-07-23,Sri Lanka,South Africa,Sri Lanka,199,Runs,Colombo (SSC),Test # 2313
2018-08-01,2018-08-04,England,India,England,31,Runs,Birmingham,Test # 2314
2018-08-09,2018-08-12,England,India,England,159,Innings,Lord's,Test # 2315
2018-08-18,2018-08-22,England,India,India,203,Runs,Nottingham,Test # 2316
