StartDate,EndDate,HomeTeam,AwayTeam,Winner,Margin,Type,Ground,Scorecard
1992-01-18,1992-01-22,New Zealand,England,England,4,Innings,Christchurch,Test # 1183
1992-01-25,1992-01-29,Australia,India,Australia,38,Runs,Adelaide,Test # 1184
1992-01-30,1992-02-03,New Zealand,England,England,168,Runs,Auckland,Test # 1185
1992-02-01,1992-02-05,Australia,India,Australia,300,Runs,Perth,Test # 1186
1992-02-06,1992-02-10,New Zealand,England,Drawn,NA,NA,Wellington,Test # 1187
1992-04-18,1992-04-23,West Indies,South Africa,West Indies,52,Runs,Bridgetown,Test # 1188
1992-06-04,1992-06-08,England,Pakistan,Drawn,NA,NA,Birmingham,Test # 1189
1992-06-18,1992-06-21,England,Pakistan,Pakistan,2,Wickets,Lord's,Test # 1190
1992-07-02,1992-07-07,England,Pakistan,Drawn,NA,NA,Manchester,Test # 1191
1992-07-23,1992-07-26,England,Pakistan,England,6,Wickets,Leeds,Test # 1192
1992-08-06,1992-08-09,England,Pakistan,Pakistan,10,Wickets,The Oval,Test # 1193
1992-08-17,1992-08-22,Sri Lanka,Australia,Australia,16,Runs,Colombo (SSC),Test # 1194
1992-08-28,1992-09-02,Sri Lanka,Australia,Drawn,NA,NA,Colombo (RPS),Test # 1195
1992-09-08,1992-09-13,Sri Lanka,Australia,Drawn,NA,NA,Moratuwa,Test # 1196
1992-10-18,1992-10-22,Zimbabwe,India,Drawn,NA,NA,Harare,Test # 1197
1992-11-01,1992-11-05,Zimbabwe,New Zealand,Drawn,NA,NA,Bulawayo,Test # 1198
1992-11-07,1992-11-12,Zimbabwe,New Zealand,New Zealand,177,Runs,Harare,Test # 1199
1992-11-13,1992-11-17,South Africa,India,Drawn,NA,NA,Durban,Test # 1200
1992-11-26,1992-11-30,South Africa,India,Drawn,NA,NA,Johannesburg,Test # 1201
1992-11-27,1992-12-01,Australia,West Indies,Drawn,NA,NA,Brisbane,Test # 1202
1992-11-27,1992-12-02,Sri Lanka,New Zealand,Drawn,NA,NA,Moratuwa,Test # 1203
1992-12-06,1992-12-09,Sri Lanka,New Zealand,Sri Lanka,9,Wickets,Colombo (SSC),Test # 1204
1992-12-26,1992-12-30,Australia,West Indies,Australia,139,Runs,Melbourne,Test # 1205
1992-12-26,1992-12-29,South Africa,India,South Africa,9,Wickets,Port Elizabeth,Test # 1206
1993-01-02,1993-01-05,New Zealand,Pakistan,Pakistan,33,Runs,Hamilton,Test # 1207
1993-01-02,1993-01-06,Australia,West Indies,Drawn,NA,NA,Sydney,Test # 1208
1993-01-02,1993-01-06,South Africa,India,Drawn,NA,NA,Cape Town,Test # 1209
1993-01-23,1993-01-26,Australia,West Indies,West Indies,1,run,Adelaide,Test # 1210
1993-01-29,1993-02-02,India,England,India,8,Wickets,Kolkata,Test # 1211
1993-01-30,1993-02-01,Australia,West Indies,West Indies,25,Innings,Perth,Test # 1212
1993-02-11,1993-02-15,India,England,India,22,Innings,Chennai,Test # 1213
1993-02-19,1993-02-23,India,England,India,15,Innings,Mumbai,Test # 1214
1993-02-25,1993-02-28,New Zealand,Australia,Australia,60,Innings,Christchurch,Test # 1215
1993-03-04,1993-03-08,New Zealand,Australia,Drawn,NA,NA,Wellington,Test # 1216
1993-03-12,1993-03-16,New Zealand,Australia,New Zealand,5,Wickets,Auckland,Test # 1217
1993-03-13,1993-03-17,India,Zimbabwe,India,13,Innings,Delhi,Test # 1218
1993-03-13,1993-03-18,Sri Lanka,England,Sri Lanka,5,Wickets,Colombo (SSC),Test # 1219
1993-04-16,1993-04-18,West Indies,Pakistan,West Indies,204,Runs,Port of Spain,Test # 1220
1993-04-23,1993-04-27,West Indies,Pakistan,West Indies,10,Wickets,Bridgetown,Test # 1221
1993-05-01,1993-05-06,West Indies,Pakistan,Drawn,NA,NA,St John's,Test # 1222
1993-06-03,1993-06-07,England,Australia,Australia,179,Runs,Manchester,Test # 1223
1993-06-17,1993-06-21,England,Australia,Australia,62,Innings,Lord's,Test # 1224
1993-07-01,1993-07-06,England,Australia,Drawn,NA,NA,Nottingham,Test # 1225
1993-07-17,1993-07-22,Sri Lanka,India,Drawn,NA,NA,Kandy,Test # 1226
1993-07-22,1993-07-26,England,Australia,Australia,148,Innings,Leeds,Test # 1227
1993-07-27,1993-08-01,Sri Lanka,India,India,235,Runs,Colombo (SSC),Test # 1228
1993-08-04,1993-08-09,Sri Lanka,India,Drawn,NA,NA,Colombo (PSS),Test # 1229
1993-08-05,1993-08-09,England,Australia,Australia,8,Wickets,Birmingham,Test # 1230
1993-08-19,1993-08-23,England,Australia,England,161,Runs,The Oval,Test # 1231
1993-08-25,1993-08-30,Sri Lanka,South Africa,Drawn,NA,NA,Moratuwa,Test # 1232
1993-09-06,1993-09-10,Sri Lanka,South Africa,South Africa,208,Innings,Colombo (SSC),Test # 1233
1993-09-14,1993-09-19,Sri Lanka,South Africa,Drawn,NA,NA,Colombo (PSS),Test # 1234
1993-11-12,1993-11-16,Australia,New Zealand,Drawn,NA,NA,Perth,Test # 1235
1993-11-26,1993-11-29,Australia,New Zealand,Australia,222,Innings,Hobart,Test # 1236
1993-12-01,1993-12-06,Pakistan,Zimbabwe,Pakistan,131,Runs,Karachi,Test # 1237
1993-12-03,1993-12-07,Australia,New Zealand,Australia,96,Innings,Brisbane,Test # 1238
1993-12-08,1993-12-13,Sri Lanka,West Indies,Drawn,NA,NA,Moratuwa,Test # 1239
1993-12-09,1993-12-14,Pakistan,Zimbabwe,Pakistan,52,Runs,Rawalpindi,Test # 1240
1993-12-16,1993-12-21,Pakistan,Zimbabwe,Drawn,NA,NA,Lahore,Test # 1241
1993-12-26,1993-12-30,Australia,South Africa,Drawn,NA,NA,Melbourne,Test # 1242
1994-01-02,1994-01-06,Australia,South Africa,South Africa,5,Runs,Sydney,Test # 1243
1994-01-18,1994-01-22,India,Sri Lanka,India,119,Innings,Lucknow,Test # 1244
1994-01-26,1994-01-30,India,Sri Lanka,India,95,Innings,Bengaluru,Test # 1245
1994-01-28,1994-02-01,Australia,South Africa,Australia,191,Runs,Adelaide,Test # 1246
1994-02-08,1994-02-12,India,Sri Lanka,India,17,Innings,Ahmedabad,Test # 1247
1994-02-10,1994-02-12,New Zealand,Pakistan,Pakistan,5,Wickets,Auckland,Test # 1248
1994-02-17,1994-02-20,New Zealand,Pakistan,Pakistan,12,Innings,Wellington,Test # 1249
1994-02-19,1994-02-24,West Indies,England,West Indies,8,Wickets,Kingston,Test # 1250
1994-02-24,1994-02-28,New Zealand,Pakistan,New Zealand,5,Wickets,Christchurch,Test # 1251
1994-03-04,1994-03-08,South Africa,Australia,South Africa,197,Runs,Johannesburg,Test # 1252
1994-03-17,1994-03-21,South Africa,Australia,Australia,9,Wickets,Cape Town,Test # 1253
1994-03-17,1994-03-22,West Indies,England,West Indies,44,Innings,Georgetown,Test # 1254
1994-03-19,1994-03-23,New Zealand,India,Drawn,NA,NA,Hamilton,Test # 1255
1994-03-25,1994-03-29,South Africa,Australia,Drawn,NA,NA,Durban,Test # 1256
1994-03-25,1994-03-30,West Indies,England,West Indies,147,Runs,Port of Spain,Test # 1257
1994-04-08,1994-04-13,West Indies,England,England,208,Runs,Bridgetown,Test # 1258
1994-04-16,1994-04-21,West Indies,England,Drawn,NA,NA,St John's,Test # 1259
1994-06-02,1994-06-06,England,New Zealand,England,90,Innings,Nottingham,Test # 1260
1994-06-16,1994-06-20,England,New Zealand,Drawn,NA,NA,Lord's,Test # 1261
1994-06-30,1994-07-05,England,New Zealand,Drawn,NA,NA,Manchester,Test # 1262
1994-07-21,1994-07-24,England,South Africa,South Africa,356,Runs,Lord's,Test # 1263
1994-08-04,1994-08-08,England,South Africa,Drawn,NA,NA,Leeds,Test # 1264
1994-08-09,1994-08-13,Sri Lanka,Pakistan,Pakistan,301,Runs,Colombo (PSS),Test # 1265
1994-08-18,1994-08-21,England,South Africa,England,8,Wickets,The Oval,Test # 1266
1994-08-26,1994-08-28,Sri Lanka,Pakistan,Pakistan,52,Innings,Kandy,Test # 1267
1994-09-28,1994-10-02,Pakistan,Australia,Pakistan,1,wicket,Karachi,Test # 1268
1994-10-05,1994-10-09,Pakistan,Australia,Drawn,NA,NA,Rawalpindi,Test # 1269
1994-10-11,1994-10-16,Zimbabwe,Sri Lanka,Drawn,NA,NA,Harare,Test # 1270
1994-10-20,1994-10-24,Zimbabwe,Sri Lanka,Drawn,NA,NA,Bulawayo,Test # 1271
1994-10-26,1994-10-31,Zimbabwe,Sri Lanka,Drawn,NA,NA,Harare,Test # 1272
1994-11-01,1994-11-05,Pakistan,Australia,Drawn,NA,NA,Lahore,Test # 1273
1994-11-18,1994-11-22,India,West Indies,India,96,Runs,Mumbai,Test # 1274
1994-11-25,1994-11-29,Australia,England,Australia,184,Runs,Brisbane,Test # 1275
1994-11-25,1994-11-29,South Africa,New Zealand,New Zealand,137,Runs,Johannesburg,Test # 1276
1994-12-01,1994-12-05,India,West Indies,Drawn,NA,NA,Nagpur,Test # 1277
1994-12-10,1994-12-14,India,West Indies,West Indies,243,Runs,Mohali,Test # 1278
1994-12-24,1994-12-29,Australia,England,Australia,295,Runs,Melbourne,Test # 1279
1994-12-26,1994-12-30,South Africa,New Zealand,South Africa,8,Wickets,Durban,Test # 1280
1995-01-01,1995-01-05,Australia,England,Drawn,NA,NA,Sydney,Test # 1281
1995-01-02,1995-01-06,South Africa,New Zealand,South Africa,7,Wickets,Cape Town,Test # 1282
1995-01-19,1995-01-23,South Africa,Pakistan,South Africa,324,Runs,Johannesburg,Test # 1283
1995-01-26,1995-01-30,Australia,England,England,106,Runs,Adelaide,Test # 1284
1995-01-31,1995-02-04,Zimbabwe,Pakistan,Zimbabwe,64,Innings,Harare,Test # 1285
1995-02-03,1995-02-07,New Zealand,West Indies,Drawn,NA,NA,Christchurch,Test # 1286
1995-02-03,1995-02-07,Australia,England,Australia,329,Runs,Perth,Test # 1287
1995-02-07,1995-02-09,Zimbabwe,Pakistan,Pakistan,8,Wickets,Bulawayo,Test # 1288
1995-02-10,1995-02-13,New Zealand,West Indies,West Indies,322,Innings,Wellington,Test # 1289
1995-02-15,1995-02-19,Zimbabwe,Pakistan,Pakistan,99,Runs,Harare,Test # 1290
1995-03-04,1995-03-08,New Zealand,South Africa,South Africa,93,Runs,Auckland,Test # 1291
1995-03-11,1995-03-15,New Zealand,Sri Lanka,Sri Lanka,241,Runs,Napier,Test # 1292
1995-03-18,1995-03-22,New Zealand,Sri Lanka,Drawn,NA,NA,Dunedin,Test # 1293
1995-03-31,1995-04-02,West Indies,Australia,Australia,10,Wickets,Bridgetown,Test # 1294
1995-04-08,1995-04-13,West Indies,Australia,Drawn,NA,NA,St John's,Test # 1295
1995-04-21,1995-04-23,West Indies,Australia,West Indies,9,Wickets,Port of Spain,Test # 1296
1995-04-29,1995-05-03,West Indies,Australia,Australia,53,Innings,Kingston,Test # 1297
1995-06-08,1995-06-11,England,West Indies,West Indies,9,Wickets,Leeds,Test # 1298
1995-06-22,1995-06-26,England,West Indies,England,72,Runs,Lord's,Test # 1299
1995-07-06,1995-07-08,England,West Indies,West Indies,64,Innings,Birmingham,Test # 1300
1995-07-27,1995-07-30,England,West Indies,England,6,Wickets,Manchester,Test # 1301
1995-08-10,1995-08-14,England,West Indies,Drawn,NA,NA,Nottingham,Test # 1302
1995-08-24,1995-08-28,England,West Indies,Drawn,NA,NA,The Oval,Test # 1303
1995-09-08,1995-09-11,Pakistan,Sri Lanka,Pakistan,40,Innings,Peshawar,Test # 1304
1995-09-15,1995-09-19,Pakistan,Sri Lanka,Sri Lanka,42,Runs,Faisalabad,Test # 1305
1995-09-22,1995-09-26,Pakistan,Sri Lanka,Sri Lanka,144,Runs,Sialkot,Test # 1306
1995-10-13,1995-10-16,Zimbabwe,South Africa,South Africa,7,Wickets,Harare,Test # 1307
1995-10-18,1995-10-20,India,New Zealand,India,8,Wickets,Bengaluru,Test # 1308
1995-10-25,1995-10-29,India,New Zealand,Drawn,NA,NA,Chennai,Test # 1309
1995-11-08,1995-11-12,India,New Zealand,Drawn,NA,NA,Cuttack,Test # 1310
1995-11-09,1995-11-13,Australia,Pakistan,Australia,126,Innings,Brisbane,Test # 1311
1995-11-16,1995-11-20,South Africa,England,Drawn,NA,NA,Centurion,Test # 1312
1995-11-17,1995-11-20,Australia,Pakistan,Australia,155,Runs,Hobart,Test # 1313
1995-11-30,1995-12-04,Australia,Pakistan,Pakistan,74,Runs,Sydney,Test # 1314
1995-11-30,1995-12-04,South Africa,England,Drawn,NA,NA,Johannesburg,Test # 1315
1995-12-08,1995-12-12,New Zealand,Pakistan,Pakistan,161,Runs,Christchurch,Test # 1316
1995-12-08,1995-12-11,Australia,Sri Lanka,Australia,36,Innings,Perth,Test # 1317
1995-12-14,1995-12-18,South Africa,England,Drawn,NA,NA,Durban,Test # 1318
1995-12-26,1995-12-30,Australia,Sri Lanka,Australia,10,Wickets,Melbourne,Test # 1319
1995-12-26,1995-12-30,South Africa,England,Drawn,NA,NA,Port Elizabeth,Test # 1320
1996-01-02,1996-01-04,South Africa,England,South Africa,10,Wickets,Cape Town,Test # 1321
1996-01-13,1996-01-17,New Zealand,Zimbabwe,Drawn,NA,NA,Hamilton,Test # 1322
1996-01-20,1996-01-24,New Zealand,Zimbabwe,Drawn,NA,NA,Auckland,Test # 1323
1996-01-25,1996-01-29,Australia,Sri Lanka,Australia,148,Runs,Adelaide,Test # 1324
1996-04-19,1996-04-23,West Indies,New Zealand,West Indies,10,Wickets,Bridgetown,Test # 1325
1996-04-27,1996-05-02,West Indies,New Zealand,Drawn,NA,NA,St John's,Test # 1326
1996-06-06,1996-06-09,England,India,England,8,Wickets,Birmingham,Test # 1327
1996-06-20,1996-06-24,England,India,Drawn,NA,NA,Lord's,Test # 1328
1996-07-04,1996-07-09,England,India,Drawn,NA,NA,Nottingham,Test # 1329
1996-07-25,1996-07-29,England,Pakistan,Pakistan,164,Runs,Lord's,Test # 1330
1996-08-08,1996-08-12,England,Pakistan,Drawn,NA,NA,Leeds,Test # 1331
1996-08-22,1996-08-26,England,Pakistan,Pakistan,9,Wickets,The Oval,Test # 1332
1996-09-11,1996-09-14,Sri Lanka,Zimbabwe,Sri Lanka,77,Innings,Colombo (RPS),Test # 1333
1996-09-18,1996-09-21,Sri Lanka,Zimbabwe,Sri Lanka,10,Wickets,Colombo (SSC),Test # 1334
1996-10-10,1996-10-13,India,Australia,India,7,Wickets,Delhi,Test # 1335
1996-10-17,1996-10-21,Pakistan,Zimbabwe,Drawn,NA,NA,Sheikhupura,Test # 1336
1996-10-24,1996-10-26,Pakistan,Zimbabwe,Pakistan,10,Wickets,Faisalabad,Test # 1337
1996-11-20,1996-11-23,India,South Africa,India,64,Runs,Ahmedabad,Test # 1338
1996-11-21,1996-11-24,Pakistan,New Zealand,New Zealand,44,Runs,Lahore,Test # 1339
1996-11-22,1996-11-26,Australia,West Indies,Australia,123,Runs,Brisbane,Test # 1340
1996-11-27,1996-12-01,India,South Africa,South Africa,329,Runs,Kolkata,Test # 1341
1996-11-28,1996-12-01,Pakistan,New Zealand,Pakistan,13,Innings,Rawalpindi,Test # 1342
1996-11-29,1996-12-03,Australia,West Indies,Australia,124,Runs,Sydney,Test # 1343
1996-12-08,1996-12-12,India,South Africa,India,280,Runs,Kanpur,Test # 1344
1996-12-18,1996-12-22,Zimbabwe,England,Drawn,NA,NA,Bulawayo,Test # 1345
1996-12-26,1996-12-28,Australia,West Indies,West Indies,6,Wickets,Melbourne,Test # 1346
1996-12-26,1996-12-30,Zimbabwe,England,Drawn,NA,NA,Harare,Test # 1348
1996-12-26,1996-12-28,South Africa,India,South Africa,328,Runs,Durban,Test # 1347
1997-01-02,1997-01-06,South Africa,India,South Africa,282,Runs,Cape Town,Test # 1349
1997-01-16,1997-01-20,South Africa,India,Drawn,NA,NA,Johannesburg,Test # 1350
1997-01-24,1997-01-28,New Zealand,England,Drawn,NA,NA,Auckland,Test # 1351
1997-01-25,1997-01-28,Australia,West Indies,Australia,183,Innings,Adelaide,Test # 1352
1997-02-01,1997-02-03,Australia,West Indies,West Indies,10,Wickets,Perth,Test # 1353
1997-02-06,1997-02-10,New Zealand,England,England,68,Innings,Wellington,Test # 1354
1997-02-14,1997-02-18,New Zealand,England,England,4,Wickets,Christchurch,Test # 1355
1997-02-28,1997-03-04,South Africa,Australia,Australia,196,Innings,Johannesburg,Test # 1356
1997-03-06,1997-03-10,West Indies,India,Drawn,NA,NA,Kingston,Test # 1357
1997-03-07,1997-03-10,New Zealand,Sri Lanka,New Zealand,36,Innings,Dunedin,Test # 1358
1997-03-14,1997-03-17,New Zealand,Sri Lanka,New Zealand,120,Runs,Hamilton,Test # 1359
1997-03-14,1997-03-17,South Africa,Australia,Australia,2,Wickets,Port Elizabeth,Test # 1360
1997-03-14,1997-03-18,West Indies,India,Drawn,NA,NA,Port of Spain,Test # 1361
1997-03-21,1997-03-24,South Africa,Australia,South Africa,8,Wickets,Centurion,Test # 1362
1997-03-27,1997-03-31,West Indies,India,West Indies,38,Runs,Bridgetown,Test # 1363
1997-04-04,1997-04-08,West Indies,India,Drawn,NA,NA,St John's,Test # 1364
1997-04-17,1997-04-21,West Indies,India,Drawn,NA,NA,Georgetown,Test # 1365
1997-04-19,1997-04-23,Sri Lanka,Pakistan,Drawn,NA,NA,Colombo (RPS),Test # 1366
1997-04-26,1997-04-30,Sri Lanka,Pakistan,Drawn,NA,NA,Colombo (SSC),Test # 1367
1997-06-05,1997-06-08,England,Australia,England,9,Wickets,Birmingham,Test # 1368
1997-06-13,1997-06-15,West Indies,Sri Lanka,West Indies,6,Wickets,St John's,Test # 1369
1997-06-19,1997-06-23,England,Australia,Drawn,NA,NA,Lord's,Test # 1370
1997-06-20,1997-06-24,West Indies,Sri Lanka,Drawn,NA,NA,Kingstown,Test # 1371
1997-07-03,1997-07-07,England,Australia,Australia,268,Runs,Manchester,Test # 1372
1997-07-24,1997-07-28,England,Australia,Australia,61,Innings,Leeds,Test # 1373
1997-08-02,1997-08-06,Sri Lanka,India,Drawn,NA,NA,Colombo (RPS),Test # 1374
1997-08-07,1997-08-10,England,Australia,Australia,264,Runs,Nottingham,Test # 1375
1997-08-09,1997-08-13,Sri Lanka,India,Drawn,NA,NA,Colombo (SSC),Test # 1376
1997-08-21,1997-08-23,England,Australia,England,19,Runs,The Oval,Test # 1377
1997-09-18,1997-09-22,Zimbabwe,New Zealand,Drawn,NA,NA,Harare,Test # 1378
1997-09-25,1997-09-29,Zimbabwe,New Zealand,Drawn,NA,NA,Bulawayo,Test # 1379
1997-10-06,1997-10-10,Pakistan,South Africa,Drawn,NA,NA,Rawalpindi,Test # 1380
1997-10-17,1997-10-21,Pakistan,South Africa,Drawn,NA,NA,Sheikhupura,Test # 1381
1997-10-24,1997-10-27,Pakistan,South Africa,South Africa,53,Runs,Faisalabad,Test # 1382
1997-11-07,1997-11-11,Australia,New Zealand,Australia,186,Runs,Brisbane,Test # 1383
1997-11-17,1997-11-20,Pakistan,West Indies,Pakistan,19,Innings,Peshawar,Test # 1384
1997-11-19,1997-11-23,India,Sri Lanka,Drawn,NA,NA,Mohali,Test # 1385
1997-11-20,1997-11-23,Australia,New Zealand,Australia,70,Innings,Perth,Test # 1386
1997-11-26,1997-11-30,India,Sri Lanka,Drawn,NA,NA,Nagpur,Test # 1387
1997-11-27,1997-12-01,Australia,New Zealand,Drawn,NA,NA,Hobart,Test # 1388
1997-11-29,1997-12-03,Pakistan,West Indies,Pakistan,29,Innings,Rawalpindi,Test # 1389
1997-12-03,1997-12-07,India,Sri Lanka,Drawn,NA,NA,Mumbai,Test # 1390
1997-12-06,1997-12-09,Pakistan,West Indies,Pakistan,10,Wickets,Karachi,Test # 1391
1997-12-26,1997-12-30,Australia,South Africa,Drawn,NA,NA,Melbourne,Test # 1392
1998-01-02,1998-01-05,Australia,South Africa,Australia,21,Innings,Sydney,Test # 1393
1998-01-07,1998-01-11,Sri Lanka,Zimbabwe,Sri Lanka,8,Wickets,Kandy,Test # 1394
1998-01-14,1998-01-18,Sri Lanka,Zimbabwe,Sri Lanka,5,Wickets,Colombo (SSC),Test # 1395
1998-01-29,1998-02-02,West Indies,England,Drawn,NA,NA,Kingston,Test # 1396
1998-01-30,1998-02-03,Australia,South Africa,Drawn,NA,NA,Adelaide,Test # 1397
1998-02-05,1998-02-09,West Indies,England,West Indies,3,Wickets,Port of Spain,Test # 1398
1998-02-13,1998-02-17,West Indies,England,England,3,Wickets,Port of Spain,Test # 1399
1998-02-14,1998-02-18,South Africa,Pakistan,Drawn,NA,NA,Johannesburg,Test # 1400
1998-02-19,1998-02-22,New Zealand,Zimbabwe,New Zealand,10,Wickets,Wellington,Test # 1401
1998-02-26,1998-02-28,New Zealand,Zimbabwe,New Zealand,13,Innings,Auckland,Test # 1402
1998-02-26,1998-03-02,South Africa,Pakistan,Pakistan,29,Runs,Durban,Test # 1403
1998-02-27,1998-03-02,West Indies,England,West Indies,242,Runs,Georgetown,Test # 1404
1998-03-06,1998-03-10,India,Australia,India,179,Runs,Chennai,Test # 1405
1998-03-06,1998-03-10,South Africa,Pakistan,South Africa,259,Runs,Port Elizabeth,Test # 1406
1998-03-12,1998-03-16,West Indies,England,Drawn,NA,NA,Bridgetown,Test # 1407
1998-03-14,1998-03-18,Zimbabwe,Pakistan,Drawn,NA,NA,Bulawayo,Test # 1408
1998-03-18,1998-03-21,India,Australia,India,219,Innings,Kolkata,Test # 1409
1998-03-19,1998-03-23,South Africa,Sri Lanka,South Africa,70,Runs,Cape Town,Test # 1410
1998-03-20,1998-03-24,West Indies,England,West Indies,52,Innings,St John's,Test # 1411
1998-03-21,1998-03-25,Zimbabwe,Pakistan,Pakistan,3,Wickets,Harare,Test # 1412
1998-03-25,1998-03-28,India,Australia,Australia,8,Wickets,Bengaluru,Test # 1413
1998-03-27,1998-03-30,South Africa,Sri Lanka,South Africa,6,Wickets,Centurion,Test # 1414
1998-05-27,1998-05-31,Sri Lanka,New Zealand,New Zealand,167,Runs,Colombo (RPS),Test # 1415
1998-06-03,1998-06-07,Sri Lanka,New Zealand,Sri Lanka,16,Innings,Galle,Test # 1416
1998-06-04,1998-06-08,England,South Africa,Drawn,NA,NA,Birmingham,Test # 1417
1998-06-10,1998-06-13,Sri Lanka,New Zealand,Sri Lanka,164,Runs,Colombo (SSC),Test # 1418
1998-06-18,1998-06-21,England,South Africa,South Africa,10,Wickets,Lord's,Test # 1419
1998-07-02,1998-07-06,England,South Africa,Drawn,NA,NA,Manchester,Test # 1420
1998-07-23,1998-07-27,England,South Africa,England,8,Wickets,Nottingham,Test # 1421
1998-08-06,1998-08-10,England,South Africa,England,23,Runs,Leeds,Test # 1422
1998-08-27,1998-08-31,England,Sri Lanka,Sri Lanka,10,Wickets,The Oval,Test # 1423
1998-10-01,1998-10-05,Pakistan,Australia,Australia,99,Innings,Rawalpindi,Test # 1424
1998-10-07,1998-10-10,Zimbabwe,India,Zimbabwe,61,Runs,Harare,Test # 1425
1998-10-15,1998-10-19,Pakistan,Australia,Drawn,NA,NA,Peshawar,Test # 1426
1998-10-22,1998-10-26,Pakistan,Australia,Drawn,NA,NA,Karachi,Test # 1427
1998-11-20,1998-11-24,Australia,England,Drawn,NA,NA,Brisbane,Test # 1428
1998-11-26,1998-11-30,South Africa,West Indies,South Africa,4,Wickets,Johannesburg,Test # 1429
1998-11-27,1998-11-30,Pakistan,Zimbabwe,Zimbabwe,7,Wickets,Peshawar,Test # 1430
1998-11-28,1998-11-30,Australia,England,Australia,7,Wickets,Perth,Test # 1431
1998-12-10,1998-12-14,Pakistan,Zimbabwe,Drawn,NA,NA,Lahore,Test # 1432
1998-12-10,1998-12-12,South Africa,West Indies,South Africa,178,Runs,Port Elizabeth,Test # 1433
1998-12-11,1998-12-15,Australia,England,Australia,205,Runs,Adelaide,Test # 1434
1998-12-26,1998-12-30,New Zealand,India,New Zealand,4,Wickets,Wellington,Test # 1435
1998-12-26,1998-12-29,Australia,England,England,12,Runs,Melbourne,Test # 1436
1998-12-26,1998-12-29,South Africa,West Indies,South Africa,9,Wickets,Durban,Test # 1437
1999-01-02,1999-01-06,New Zealand,India,Drawn,NA,NA,Hamilton,Test # 1438
1999-01-02,1999-01-05,Australia,England,Australia,98,Runs,Sydney,Test # 1439
1999-01-02,1999-01-06,South Africa,West Indies,South Africa,149,Runs,Cape Town,Test # 1440
1999-01-15,1999-01-18,South Africa,West Indies,South Africa,351,Runs,Centurion,Test # 1441
1999-01-28,1999-01-31,India,Pakistan,Pakistan,12,Runs,Chennai,Test # 1442
1999-02-04,1999-02-07,India,Pakistan,India,212,Runs,Delhi,Test # 1443
1999-02-16,1999-02-20,India,Pakistan,Pakistan,46,Runs,Kolkata,Test # 1444
1999-02-24,1999-02-28,Sri Lanka,India,Drawn,NA,NA,Colombo (SSC),Test # 1445
1999-02-27,1999-03-03,New Zealand,South Africa,Drawn,NA,NA,Auckland,Test # 1446
1999-03-04,1999-03-08,Pakistan,Sri Lanka,Drawn,NA,NA,Lahore,Test # 1447
1999-03-05,1999-03-08,West Indies,Australia,Australia,312,Runs,Port of Spain,Test # 1448
1999-03-11,1999-03-15,New Zealand,South Africa,Drawn,NA,NA,Christchurch,Test # 1449
1999-03-12,1999-03-15,Pakistan,Sri Lanka,Pakistan,175,Innings,Dhaka,Test # 1450
1999-03-13,1999-03-16,West Indies,Australia,West Indies,10,Wickets,Kingston,Test # 1451
1999-03-18,1999-03-22,New Zealand,South Africa,South Africa,8,Wickets,Wellington,Test # 1452
1999-03-26,1999-03-30,West Indies,Australia,West Indies,1,wicket,Bridgetown,Test # 1453
1999-04-03,1999-04-07,West Indies,Australia,Australia,176,Runs,St John's,Test # 1454
1999-07-01,1999-07-03,England,New Zealand,England,7,Wickets,Birmingham,Test # 1455
1999-07-22,1999-07-25,England,New Zealand,New Zealand,9,Wickets,Lord's,Test # 1456
1999-08-05,1999-08-09,England,New Zealand,Drawn,NA,NA,Manchester,Test # 1457
1999-08-19,1999-08-22,England,New Zealand,New Zealand,83,Runs,The Oval,Test # 1458
1999-09-09,1999-09-11,Sri Lanka,Australia,Sri Lanka,6,Wickets,Kandy,Test # 1459
1999-09-22,1999-09-26,Sri Lanka,Australia,Drawn,NA,NA,Galle,Test # 1460
1999-09-30,1999-10-04,Sri Lanka,Australia,Drawn,NA,NA,Colombo (SSC),Test # 1461
1999-10-10,1999-10-14,India,New Zealand,Drawn,NA,NA,Mohali,Test # 1462
1999-10-14,1999-10-17,Zimbabwe,Australia,Australia,10,Wickets,Harare,Test # 1463
1999-10-22,1999-10-25,India,New Zealand,India,8,Wickets,Kanpur,Test # 1464
1999-10-29,1999-11-02,India,New Zealand,Drawn,NA,NA,Ahmedabad,Test # 1465
1999-10-29,1999-11-01,South Africa,Zimbabwe,South Africa,13,Innings,Bloemfontein,Test # 1466
1999-11-05,1999-11-09,Australia,Pakistan,Australia,10,Wickets,Brisbane,Test # 1467
1999-11-11,1999-11-14,Zimbabwe,South Africa,South Africa,219,Innings,Harare,Test # 1468
1999-11-18,1999-11-22,Australia,Pakistan,Australia,4,Wickets,Hobart,Test # 1469
1999-11-18,1999-11-22,Zimbabwe,Sri Lanka,Drawn,NA,NA,Bulawayo,Test # 1470
1999-11-25,1999-11-28,South Africa,England,South Africa,21,Innings,Johannesburg,Test # 1471
1999-11-26,1999-11-28,Australia,Pakistan,Australia,20,Innings,Perth,Test # 1472
1999-11-26,1999-11-30,Zimbabwe,Sri Lanka,Sri Lanka,6,Wickets,Harare,Test # 1473
1999-12-04,1999-12-08,Zimbabwe,Sri Lanka,Drawn,NA,NA,Harare,Test # 1474
1999-12-09,1999-12-13,South Africa,England,Drawn,NA,NA,Port Elizabeth,Test # 1475
